Layer name;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004
35;8;7;0.074;74;72;0.766;2;2;0.021;8;6;0.064;1;1;0.011;3;3;0.032;1;0;0
529;1;0;0;2;1;0.053;14;14;0.737;1;1;0.053;1;1;0.053;1;0;0;1;0;0
446;2;1;0.031;6;5;0.156;20;20;0.625;1;1;0.031;2;2;0.062;1;0;0;2;1;0.031
643;1;1;0.021;6;6;0.125;27;27;0.562;2;2;0.042;10;10;0.208;1;1;0.021;1;1;0.021
1791;2;1;0.045;4;3;0.136;11;11;0.5;4;3;0.136;1;1;0.045;1;1;0.045;2;1;0.045
1785;2;1;0.017;38;37;0.638;7;7;0.121;8;8;0.138;1;1;0.017;1;1;0.017;2;2;0.034
1137;1;0;0;3;2;0.08;6;6;0.24;1;1;0.04;9;8;0.32;5;5;0.2;2;2;0.08
1279;1;1;0.015;1;1;0.015;19;18;0.277;4;3;0.046;1;1;0.015;5;3;0.046;38;36;0.554
1634;1;0;0;88;83;0.675;32;26;0.211;3;2;0.016;2;2;0.016;5;3;0.024;1;0;0
448;2;1;0.032;15;15;0.484;4;4;0.129;3;3;0.097;4;4;0.129;3;2;0.065;1;1;0.032
1866;1;0;0;6;5;0.161;19;18;0.581;1;0;0;4;4;0.129;1;1;0.032;1;1;0.032
962;1;0;0;33;31;0.608;3;2;0.039;3;3;0.059;9;9;0.176;3;3;0.059;1;1;0.02
1787;3;3;0.115;11;11;0.423;2;2;0.077;5;5;0.192;3;3;0.115;1;1;0.038;1;1;0.038
1539;2;1;0.037;12;12;0.444;6;5;0.185;4;3;0.111;2;1;0.037;2;2;0.074;1;1;0.037
564;2;0;0;5;2;0.077;6;5;0.192;6;5;0.192;1;0;0;9;9;0.346;1;1;0.038
7;1;0;0;83;81;0.835;11;10;0.103;1;1;0.01;1;1;0.01;1;1;0.01;1;1;0.01
338;1;0;0;24;22;0.512;16;14;0.326;2;2;0.047;1;1;0.023;1;1;0.023;1;1;0.023
1538;2;1;0.091;4;3;0.273;1;1;0.091;1;1;0.091;1;1;0.091;2;2;0.182;1;1;0.091
1655;2;1;0.034;1;0;0;11;11;0.379;6;6;0.207;1;1;0.034;9;8;0.276;1;0;0
1536;3;2;0.182;2;1;0.091;3;3;0.273;1;1;0.091;2;1;0.091;1;1;0.091;1;1;0.091
1282;1;0;0;54;53;0.855;5;5;0.081;1;0;0;1;0;0;1;1;0.016;1;1;0.016
1651;4;3;0.167;3;2;0.111;2;2;0.111;1;0;0;1;0;0;9;8;0.444;1;1;0.056
1652;2;2;0.111;10;10;0.556;2;2;0.111;2;1;0.056;1;1;0.056;1;0;0;1;1;0.056
1628;1;1;0.013;51;49;0.645;15;13;0.171;1;0;0;3;3;0.039;7;6;0.079;1;1;0.013
923;1;0;0;25;24;0.522;11;11;0.239;5;5;0.109;2;2;0.043;2;2;0.043;1;1;0.022
182;1;0;0;10;9;0.346;9;9;0.346;1;1;0.038;1;1;0.038;4;4;0.154;1;1;0.038
109;1;0;0;10;9;0.36;10;10;0.4;1;1;0.04;2;2;0.08;1;1;0.04;1;1;0.04
1654;11;10;0.137;23;22;0.301;33;31;0.425;2;2;0.027;4;4;0.055;1;1;0.014;1;1;0.014
1656;3;3;0.125;8;7;0.292;10;9;0.375;1;1;0.042;1;1;0.042;1;1;0.042;1;1;0.042
1541;3;2;0.057;6;5;0.143;18;18;0.514;7;6;0.171;1;0;0;1;1;0.029;1;1;0.029
688;1;0;0;18;17;0.739;2;2;0.087;1;0;0;1;0;0;1;1;0.043;1;1;0.043
437;1;1;0.023;20;19;0.442;17;16;0.372;1;1;0.023;2;1;0.023;3;2;0.047;1;1;0.023
1658;2;1;0.037;2;1;0.037;5;3;0.111;5;5;0.185;16;13;0.481;1;0;0;1;1;0.037
661;1;0;0;11;10;0.5;4;3;0.15;1;1;0.05;1;1;0.05;3;2;0.1;1;1;0.05
22;1;0;0;31;29;0.468;26;25;0.403;2;1;0.016;2;1;0.016;3;2;0.032;1;1;0.016
1373;1;0;0;9;8;0.444;4;4;0.222;1;0;0;1;1;0.056;3;2;0.111;1;1;0.056
1249;1;0;0;43;42;0.646;12;12;0.185;6;6;0.092;2;2;0.031;1;1;0.015;1;1;0.015
951;1;1;0.042;11;11;0.458;4;4;0.167;1;1;0.042;5;5;0.208;1;1;0.042;1;1;0.042
1584;1;0;0;4;3;0.103;14;12;0.414;5;4;0.138;4;3;0.103;3;3;0.103;1;1;0.034
799;1;0;0;15;14;0.483;2;2;0.069;5;5;0.172;3;3;0.103;2;2;0.069;2;2;0.069
385;1;0;0;1;0;0;6;6;0.5;2;2;0.167;1;1;0.083;2;1;0.083;1;1;0.083
707;1;0;0;24;23;0.676;1;1;0.029;2;2;0.059;1;1;0.029;1;1;0.029;5;5;0.147
1543;2;1;0.028;1;0;0;25;25;0.694;4;4;0.111;1;1;0.028;2;1;0.028;3;2;0.056
1120;1;0;0;11;10;0.455;3;3;0.136;3;3;0.136;3;3;0.136;2;1;0.045;1;0;0
1474;1;1;0.05;1;0;0;6;5;0.25;2;2;0.1;3;3;0.15;7;7;0.35;1;1;0.05
334;1;1;0.016;46;45;0.738;8;8;0.131;4;3;0.049;1;1;0.016;1;1;0.016;1;1;0.016
184;1;0;0;1;0;0;2;1;0.125;2;1;0.125;3;3;0.375;1;0;0;1;0;0
1803;1;0;0;38;36;0.493;18;17;0.233;10;10;0.137;2;2;0.027;6;5;0.068;1;0;0
325;1;0;0;30;29;0.617;2;2;0.043;5;4;0.085;1;1;0.021;8;8;0.17;2;1;0.021
326;1;0;0;2;1;0.04;11;10;0.4;1;1;0.04;10;10;0.4;2;1;0.04;1;0;0
816;1;0;0;6;5;0.25;5;5;0.25;6;6;0.3;1;1;0.05;1;1;0.05;1;1;0.05
1745;1;0;0;20;19;0.633;4;4;0.133;2;1;0.033;2;2;0.067;2;2;0.067;1;1;0.033
428;1;0;0;29;26;0.51;20;16;0.314;3;2;0.039;2;1;0.02;1;0;0;1;1;0.02
555;1;0;0;91;89;0.774;7;5;0.043;6;4;0.035;14;10;0.087;2;0;0;1;1;0.009
1300;1;0;0;44;43;0.768;3;2;0.036;7;6;0.107;2;1;0.018;1;1;0.018;1;1;0.018
194;1;0;0;5;4;0.121;13;13;0.394;12;12;0.364;1;1;0.03;1;1;0.03;1;1;0.03
197;1;0;0;2;1;0.048;14;14;0.667;3;3;0.143;1;1;0.048;1;0;0;2;0;0
29;1;0;0;15;14;0.311;19;17;0.378;2;2;0.044;7;7;0.156;3;2;0.044;1;0;0
330;1;0;0;14;13;0.351;13;13;0.351;4;4;0.108;1;1;0.027;4;3;0.081;2;1;0.027
565;2;1;0.016;26;24;0.381;5;4;0.063;31;30;0.476;1;1;0.016;1;0;0;2;0;0
444;2;1;0.008;117;114;0.927;2;1;0.008;3;1;0.008;1;1;0.008;1;1;0.008;1;1;0.008
445;2;1;0.018;26;23;0.404;25;24;0.421;1;1;0.018;4;3;0.053;1;1;0.018;2;1;0.018
517;1;0;0;18;17;0.654;3;3;0.115;2;2;0.077;1;1;0.038;1;1;0.038;1;1;0.038
562;1;0;0;96;92;0.821;4;3;0.027;4;3;0.027;2;2;0.018;8;6;0.054;2;1;0.009
687;1;0;0;30;29;0.617;9;8;0.17;5;4;0.085;1;1;0.021;2;2;0.043;1;1;0.021
1763;1;0;0;14;13;0.464;9;9;0.321;1;1;0.036;1;1;0.036;1;1;0.036;2;2;0.071
331;1;0;0;13;12;0.48;5;4;0.16;4;4;0.16;1;1;0.04;1;1;0.04;2;1;0.04
451;1;1;0.04;11;11;0.44;3;2;0.08;4;4;0.16;4;4;0.16;2;2;0.08;1;0;0
739;1;1;0.056;9;9;0.5;4;4;0.222;1;1;0.056;1;1;0.056;1;1;0.056;1;1;0.056
1760;1;0;0;21;19;0.345;8;5;0.091;1;1;0.018;2;0;0;3;1;0.018;27;24;0.436
266;1;1;0.033;5;4;0.133;23;23;0.767;1;0;0;1;0;0;1;0;0;1;0;0
1135;1;1;0.028;1;0;0;27;27;0.75;1;0;0;5;5;0.139;1;1;0.028;1;1;0.028
1758;1;0;0;14;14;0.7;1;1;0.05;2;2;0.1;1;0;0;1;1;0.05;1;1;0.05
449;2;1;0.04;7;5;0.2;9;8;0.32;1;1;0.04;5;5;0.2;2;2;0.08;1;1;0.04
1;1;0;0;6;5;0.227;2;2;0.091;3;3;0.136;8;8;0.364;2;2;0.091;1;1;0.045
1843;1;0;0;9;8;0.471;3;3;0.176;1;1;0.059;2;1;0.059;3;2;0.118;1;1;0.059
206;1;0;0;3;2;0.143;4;3;0.214;1;1;0.071;6;5;0.357;1;1;0.071;1;1;0.071
691;1;0;0;1;1;0.053;2;1;0.053;9;8;0.421;4;3;0.158;3;3;0.158;1;1;0.053
329;1;0;0;2;1;0.056;8;7;0.389;6;5;0.278;1;1;0.056;2;1;0.056;1;1;0.056
327;1;0;0;6;5;0.385;3;3;0.231;1;1;0.077;1;1;0.077;1;1;0.077;1;1;0.077
815;1;0;0;16;16;0.615;1;1;0.038;2;2;0.077;5;4;0.154;2;1;0.038;1;1;0.038
2;0;0;0;3;3;0.3;2;2;0.2;2;2;0.2;1;1;0.1;1;1;0.1;1;1;0.1
3;0;0;0;3;3;0.167;1;1;0.056;2;2;0.111;1;1;0.056;10;10;0.556;1;1;0.056
4;0;0;0;9;9;0.562;2;2;0.125;1;1;0.062;2;2;0.125;1;1;0.062;1;1;0.062
5;0;0;0;23;21;0.447;6;6;0.128;2;2;0.043;1;1;0.021;16;14;0.298;1;1;0.021
6;0;0;0;15;13;0.169;7;5;0.065;1;0;0;56;52;0.675;2;2;0.026;1;0;0
8;0;0;0;30;29;0.63;9;8;0.174;6;5;0.109;1;0;0;1;1;0.022;1;1;0.022
9;0;0;0;7;7;0.412;5;5;0.294;3;3;0.176;1;1;0.059;1;1;0.059;0;0;0
10;0;0;0;11;9;0.273;19;19;0.576;2;2;0.061;2;1;0.03;1;0;0;0;0;0
11;0;0;0;11;11;0.458;8;7;0.292;1;1;0.042;4;3;0.125;1;1;0.042;0;0;0
12;0;0;0;16;16;0.39;20;20;0.488;1;1;0.024;3;3;0.073;1;1;0.024;0;0;0
13;0;0;0;12;12;0.522;5;5;0.217;1;1;0.043;3;3;0.13;2;2;0.087;0;0;0
14;0;0;0;12;12;0.6;2;2;0.1;2;2;0.1;1;1;0.05;3;3;0.15;0;0;0
16;0;0;0;21;20;0.435;4;4;0.087;3;3;0.065;18;16;0.348;2;1;0.022;0;0;0
17;0;0;0;9;9;0.429;5;5;0.238;6;6;0.286;1;0;0;1;0;0;0;0;0
18;0;0;0;36;35;0.7;11;11;0.22;1;1;0.02;1;1;0.02;2;1;0.02;0;0;0
19;0;0;0;110;110;0.887;11;11;0.089;1;1;0.008;1;1;0.008;1;1;0.008;0;0;0
20;0;0;0;38;38;0.76;9;9;0.18;1;1;0.02;1;1;0.02;1;1;0.02;0;0;0
21;0;0;0;10;9;0.346;6;5;0.192;9;9;0.346;1;1;0.038;1;1;0.038;0;0;0
23;0;0;0;2;2;0.105;10;10;0.526;1;1;0.053;4;4;0.211;2;2;0.105;0;0;0
24;0;0;0;3;3;0.188;6;6;0.375;3;3;0.188;1;1;0.062;3;3;0.188;0;0;0
25;0;0;0;4;4;0.211;6;6;0.316;1;1;0.053;1;1;0.053;7;7;0.368;0;0;0
27;0;0;0;29;28;0.8;3;2;0.057;1;1;0.029;2;2;0.057;1;1;0.029;0;0;0
28;0;0;0;10;10;0.238;28;28;0.667;1;1;0.024;2;2;0.048;1;1;0.024;0;0;0
30;0;0;0;91;91;0.929;4;4;0.041;1;1;0.01;1;1;0.01;1;1;0.01;0;0;0
31;0;0;0;3;3;0.176;4;4;0.235;5;5;0.294;1;1;0.059;4;4;0.235;0;0;0
32;0;0;0;3;3;0.2;2;2;0.133;8;8;0.533;1;1;0.067;1;1;0.067;0;0;0
33;0;0;0;16;15;0.714;1;1;0.048;2;2;0.095;1;1;0.048;2;1;0.048;0;0;0
44;0;0;0;17;17;0.739;2;2;0.087;1;1;0.043;1;1;0.043;2;2;0.087;0;0;0
45;0;0;0;4;3;0.333;3;2;0.222;1;1;0.111;1;1;0.111;1;1;0.111;0;0;0
46;0;0;0;4;4;0.25;5;5;0.312;5;5;0.312;1;1;0.062;1;1;0.062;0;0;0
47;0;0;0;17;16;0.571;1;1;0.036;1;1;0.036;1;0;0;10;9;0.321;0;0;0
48;0;0;0;22;22;0.468;17;16;0.34;2;1;0.021;3;3;0.064;4;4;0.085;0;0;0
49;0;0;0;2;2;0.222;5;4;0.444;1;0;0;1;1;0.111;1;1;0.111;0;0;0
60;0;0;0;1;1;0.04;8;8;0.32;14;14;0.56;1;1;0.04;1;1;0.04;0;0;0
61;0;0;0;4;3;0.12;3;2;0.08;10;10;0.4;2;2;0.08;7;7;0.28;0;0;0
62;0;0;0;9;9;0.643;2;2;0.143;1;1;0.071;1;1;0.071;1;1;0.071;0;0;0
63;0;0;0;4;4;0.308;2;2;0.154;4;4;0.308;2;2;0.154;1;1;0.077;0;0;0
64;0;0;0;39;36;0.571;22;19;0.302;4;3;0.048;1;1;0.016;1;0;0;0;0;0
65;0;0;0;7;7;0.368;9;9;0.474;1;1;0.053;1;1;0.053;1;1;0.053;0;0;0
66;0;0;0;4;4;0.069;52;51;0.879;1;0;0;1;1;0.017;1;1;0.017;0;0;0
67;0;0;0;7;7;0.5;2;2;0.143;1;1;0.071;2;2;0.143;2;2;0.143;0;0;0
68;0;0;0;23;23;0.657;5;5;0.143;3;3;0.086;1;1;0.029;3;3;0.086;0;0;0
69;0;0;0;4;3;0.231;7;6;0.462;1;1;0.077;1;1;0.077;1;1;0.077;0;0;0
70;0;0;0;28;28;0.56;16;16;0.32;4;4;0.08;1;1;0.02;1;1;0.02;0;0;0
71;0;0;0;55;54;0.844;4;4;0.062;2;2;0.031;2;2;0.031;2;1;0.016;0;0;0
72;0;0;0;47;47;0.671;16;16;0.229;2;2;0.029;4;4;0.057;1;1;0.014;0;0;0
73;0;0;0;3;3;0.3;4;4;0.4;1;1;0.1;1;1;0.1;1;1;0.1;0;0;0
74;0;0;0;59;59;0.711;21;21;0.253;1;1;0.012;1;1;0.012;1;1;0.012;0;0;0
75;0;0;0;2;2;0.133;11;10;0.667;1;0;0;1;1;0.067;1;1;0.067;0;0;0
76;0;0;0;14;13;0.361;14;13;0.361;1;1;0.028;3;3;0.083;6;4;0.111;0;0;0
77;0;0;0;1;0;0;26;23;0.767;2;2;0.067;1;1;0.033;3;1;0.033;0;0;0
78;0;0;0;28;28;0.757;7;5;0.135;1;1;0.027;2;0;0;1;1;0.027;0;0;0
80;0;0;0;27;27;0.794;1;0;0;3;3;0.088;2;1;0.029;2;2;0.059;0;0;0
81;0;0;0;2;2;0.125;8;8;0.5;4;4;0.25;1;1;0.062;1;1;0.062;0;0;0
82;0;0;0;20;19;0.559;8;7;0.206;2;2;0.059;4;4;0.118;1;1;0.029;0;0;0
83;0;0;0;1;1;0.111;4;4;0.444;2;2;0.222;1;1;0.111;1;1;0.111;0;0;0
84;0;0;0;3;3;0.188;7;6;0.375;1;1;0.062;5;4;0.25;1;1;0.062;0;0;0
85;0;0;0;5;5;0.25;11;11;0.55;2;2;0.1;1;1;0.05;1;1;0.05;0;0;0
87;0;0;0;8;8;0.211;9;9;0.237;1;1;0.026;1;0;0;20;19;0.5;0;0;0
88;0;0;0;3;1;0.083;5;3;0.25;5;5;0.417;1;0;0;1;0;0;0;0;0
89;0;0;0;20;19;0.576;11;10;0.303;1;1;0.03;1;1;0.03;1;1;0.03;0;0;0
90;0;0;0;23;22;0.5;5;4;0.091;2;2;0.045;15;14;0.318;1;1;0.023;0;0;0
91;0;0;0;25;22;0.407;24;23;0.426;5;5;0.093;2;0;0;1;1;0.019;0;0;0
92;0;0;0;14;13;0.342;22;22;0.579;1;1;0.026;1;0;0;1;1;0.026;0;0;0
93;0;0;0;1;1;0.05;16;16;0.8;1;1;0.05;1;1;0.05;1;1;0.05;0;0;0
95;0;0;0;6;6;0.4;5;5;0.333;2;2;0.133;1;1;0.067;1;1;0.067;0;0;0
96;0;0;0;21;21;0.525;15;15;0.375;2;2;0.05;1;1;0.025;1;1;0.025;0;0;0
97;0;0;0;5;4;0.267;6;5;0.333;3;3;0.2;1;1;0.067;1;1;0.067;0;0;0
98;0;0;0;32;30;0.652;8;7;0.152;6;5;0.109;1;1;0.022;1;1;0.022;0;0;0
99;0;0;0;4;4;0.087;23;23;0.5;17;17;0.37;1;1;0.022;1;1;0.022;0;0;0
100;0;0;0;1;1;0.067;6;6;0.4;5;5;0.333;1;1;0.067;2;2;0.133;0;0;0
101;0;0;0;16;16;0.615;5;5;0.192;3;3;0.115;1;1;0.038;1;1;0.038;0;0;0
102;0;0;0;2;2;0.087;17;17;0.739;2;2;0.087;1;1;0.043;1;1;0.043;0;0;0
103;0;0;0;4;4;0.286;2;2;0.143;6;6;0.429;1;1;0.071;1;1;0.071;0;0;0
104;0;0;0;3;2;0.182;6;5;0.455;1;1;0.091;1;1;0.091;1;1;0.091;0;0;0
105;0;0;0;31;31;0.674;11;11;0.239;2;2;0.043;1;1;0.022;1;1;0.022;0;0;0
106;0;0;0;37;36;0.783;7;7;0.152;1;1;0.022;1;1;0.022;1;0;0;0;0;0
107;0;0;0;35;32;0.627;14;11;0.216;2;1;0.02;3;2;0.039;1;1;0.02;0;0;0
108;0;0;0;4;4;0.211;10;10;0.526;1;1;0.053;1;1;0.053;3;3;0.158;0;0;0
110;0;0;0;18;18;0.486;15;15;0.405;2;2;0.054;1;1;0.027;1;1;0.027;0;0;0
111;0;0;0;2;2;0.2;4;4;0.4;1;1;0.1;1;1;0.1;2;2;0.2;0;0;0
112;0;0;0;2;2;0.25;2;2;0.25;1;1;0.125;2;2;0.25;1;1;0.125;0;0;0
113;0;0;0;2;1;0.125;1;1;0.125;1;1;0.125;1;1;0.125;4;3;0.375;0;0;0
114;0;0;0;24;23;0.411;22;22;0.393;6;5;0.089;3;3;0.054;2;2;0.036;0;0;0
115;0;0;0;12;12;0.706;1;1;0.059;1;1;0.059;1;1;0.059;2;2;0.118;0;0;0
116;0;0;0;213;210;0.925;12;10;0.044;1;1;0.004;1;1;0.004;3;2;0.009;0;0;0
117;0;0;0;2;1;0.033;23;23;0.767;1;1;0.033;2;2;0.067;3;2;0.067;0;0;0
118;0;0;0;2;2;0.167;6;6;0.5;1;1;0.083;1;1;0.083;2;2;0.167;0;0;0
119;0;0;0;6;4;0.182;11;10;0.455;1;1;0.045;2;2;0.091;4;3;0.136;0;0;0
120;0;0;0;3;2;0.2;2;2;0.2;1;1;0.1;3;2;0.2;3;2;0.2;0;0;0
121;0;0;0;11;10;0.455;6;6;0.273;3;3;0.136;1;1;0.045;2;1;0.045;0;0;0
122;0;0;0;5;5;0.167;22;20;0.667;2;2;0.067;2;0;0;2;1;0.033;0;0;0
123;0;0;0;12;11;0.579;2;2;0.105;2;1;0.053;3;2;0.105;2;1;0.053;0;0;0
124;0;0;0;21;20;0.588;12;11;0.324;1;0;0;1;0;0;1;1;0.029;0;0;0
125;0;0;0;2;2;0.167;7;7;0.583;1;1;0.083;2;1;0.083;1;0;0;0;0;0
127;0;0;0;5;5;0.417;4;4;0.333;1;1;0.083;1;1;0.083;1;1;0.083;0;0;0
128;0;0;0;6;5;0.217;14;14;0.609;1;1;0.043;1;1;0.043;2;1;0.043;0;0;0
129;0;0;0;9;8;0.32;8;8;0.32;1;1;0.04;2;2;0.08;6;5;0.2;0;0;0
130;0;0;0;44;42;0.778;8;7;0.13;1;1;0.019;1;1;0.019;2;1;0.019;0;0;0
132;0;0;0;13;12;0.48;10;10;0.4;1;1;0.04;1;0;0;1;1;0.04;0;0;0
133;0;0;0;27;25;0.694;5;5;0.139;1;1;0.028;3;3;0.083;2;0;0;0;0;0
134;0;0;0;9;9;0.474;6;6;0.316;1;1;0.053;2;2;0.105;1;1;0.053;0;0;0
135;0;0;0;1;0;0;11;11;0.688;3;3;0.188;1;0;0;1;1;0.062;0;0;0
136;0;0;0;4;3;0.2;8;8;0.533;2;2;0.133;1;0;0;1;1;0.067;0;0;0
137;0;0;0;47;45;0.789;4;4;0.07;2;2;0.035;4;3;0.053;2;1;0.018;0;0;0
138;0;0;0;5;4;0.286;2;1;0.071;5;5;0.357;2;2;0.143;1;1;0.071;0;0;0
139;0;0;0;11;9;0.429;9;7;0.333;1;1;0.048;2;1;0.048;2;0;0;0;0;0
140;0;0;0;27;26;0.578;14;13;0.289;4;3;0.067;1;0;0;2;1;0.022;0;0;0
141;0;0;0;19;18;0.321;35;34;0.607;1;1;0.018;1;1;0.018;1;1;0.018;0;0;0
142;0;0;0;3;3;0.333;3;3;0.333;1;1;0.111;1;1;0.111;1;1;0.111;0;0;0
143;0;0;0;4;3;0.333;3;3;0.333;1;1;0.111;1;1;0.111;1;0;0;0;0;0
144;0;0;0;10;10;0.476;8;8;0.381;1;1;0.048;1;1;0.048;1;1;0.048;0;0;0
145;0;0;0;1;0;0;24;24;0.857;2;1;0.036;2;1;0.036;1;1;0.036;0;0;0
146;0;0;0;33;33;0.688;11;11;0.229;1;1;0.021;1;1;0.021;2;2;0.042;0;0;0
147;0;0;0;1;0;0;8;8;0.667;1;1;0.083;1;1;0.083;2;1;0.083;0;0;0
148;0;0;0;5;5;0.185;16;16;0.593;2;2;0.074;3;3;0.111;1;1;0.037;0;0;0
150;0;0;0;3;3;0.273;5;4;0.364;1;1;0.091;1;1;0.091;2;1;0.091;0;0;0
151;0;0;0;4;3;0.143;15;15;0.714;1;1;0.048;1;1;0.048;1;0;0;0;0;0
153;0;0;0;2;2;0.182;3;3;0.273;4;4;0.364;1;1;0.091;1;1;0.091;0;0;0
154;0;0;0;2;1;0.1;2;1;0.1;4;4;0.4;2;2;0.2;1;1;0.1;0;0;0
155;0;0;0;20;18;0.6;4;2;0.067;5;4;0.133;1;1;0.033;4;3;0.1;0;0;0
156;0;0;0;2;2;0.087;15;15;0.652;2;2;0.087;3;3;0.13;1;1;0.043;0;0;0
157;0;0;0;3;1;0.091;5;5;0.455;1;1;0.091;1;0;0;3;2;0.182;0;0;0
158;0;0;0;3;2;0.25;4;4;0.5;1;0;0;1;0;0;1;0;0;0;0;0
159;0;0;0;8;8;0.615;3;3;0.231;1;0;0;1;1;0.077;1;0;0;0;0;0
160;0;0;0;7;6;0.4;2;1;0.067;5;5;0.333;1;1;0.067;1;1;0.067;0;0;0
161;0;0;0;30;30;0.833;2;1;0.028;2;2;0.056;2;1;0.028;1;1;0.028;0;0;0
162;0;0;0;1;0;0;13;12;0.75;1;1;0.062;1;1;0.062;1;1;0.062;0;0;0
163;0;0;0;40;39;0.886;2;1;0.023;1;1;0.023;1;1;0.023;2;1;0.023;0;0;0
164;0;0;0;38;35;0.875;1;0;0;2;1;0.025;1;0;0;1;1;0.025;0;0;0
165;0;0;0;18;16;0.696;3;2;0.087;1;1;0.043;1;1;0.043;2;1;0.043;0;0;0
166;0;0;0;2;2;0.125;11;11;0.688;1;1;0.062;1;1;0.062;1;1;0.062;0;0;0
167;0;0;0;2;1;0.143;3;2;0.286;1;1;0.143;1;1;0.143;1;1;0.143;0;0;0
168;0;0;0;7;6;0.5;4;3;0.25;1;1;0.083;1;1;0.083;0;0;0;0;0;0
169;0;0;0;22;22;0.786;5;5;0.179;1;1;0.036;0;0;0;0;0;0;0;0;0
170;0;0;0;6;5;0.25;2;1;0.05;13;13;0.65;0;0;0;0;0;0;0;0;0
171;0;0;0;4;4;0.091;22;22;0.5;18;18;0.409;0;0;0;0;0;0;0;0;0
172;0;0;0;41;41;0.872;5;5;0.106;1;1;0.021;0;0;0;0;0;0;0;0;0
173;0;0;0;35;35;0.946;1;1;0.027;1;1;0.027;0;0;0;0;0;0;0;0;0
174;0;0;0;2;2;0.4;2;2;0.4;1;1;0.2;0;0;0;0;0;0;0;0;0
175;0;0;0;2;1;0.036;19;18;0.643;9;7;0.25;0;0;0;0;0;0;0;0;0
176;0;0;0;4;3;0.429;2;1;0.143;2;2;0.286;0;0;0;0;0;0;0;0;0
177;0;0;0;27;27;0.365;46;46;0.622;1;1;0.014;0;0;0;0;0;0;0;0;0
178;0;0;0;3;3;0.2;11;11;0.733;1;1;0.067;0;0;0;0;0;0;0;0;0
179;0;0;0;22;20;0.22;70;68;0.747;1;1;0.011;0;0;0;0;0;0;0;0;0
180;0;0;0;7;7;0.241;21;21;0.724;1;1;0.034;0;0;0;0;0;0;0;0;0
181;0;0;0;4;3;0.158;13;13;0.684;3;2;0.105;0;0;0;0;0;0;0;0;0
183;0;0;0;9;9;0.5;8;8;0.444;1;1;0.056;0;0;0;0;0;0;0;0;0
185;0;0;0;14;13;0.565;4;4;0.174;6;5;0.217;0;0;0;0;0;0;0;0;0
186;0;0;0;3;2;0.25;3;2;0.25;3;3;0.375;0;0;0;0;0;0;0;0;0
187;0;0;0;2;2;0.125;12;12;0.75;2;2;0.125;0;0;0;0;0;0;0;0;0
188;0;0;0;4;4;0.333;5;5;0.417;3;3;0.25;0;0;0;0;0;0;0;0;0
189;0;0;0;2;1;0.25;1;1;0.25;2;1;0.25;0;0;0;0;0;0;0;0;0
190;0;0;0;9;8;0.333;15;14;0.583;1;1;0.042;0;0;0;0;0;0;0;0;0
191;0;0;0;2;1;0.026;36;36;0.923;2;1;0.026;0;0;0;0;0;0;0;0;0
193;0;0;0;3;3;0.214;10;10;0.714;1;1;0.071;0;0;0;0;0;0;0;0;0
195;0;0;0;4;4;0.286;9;8;0.571;2;1;0.071;0;0;0;0;0;0;0;0;0
196;0;0;0;5;5;0.357;4;3;0.214;6;5;0.357;0;0;0;0;0;0;0;0;0
199;0;0;0;2;2;0.125;14;13;0.812;1;0;0;0;0;0;0;0;0;0;0;0
200;0;0;0;2;1;0.05;9;9;0.45;10;9;0.45;0;0;0;0;0;0;0;0;0
201;0;0;0;6;6;0.5;5;5;0.417;1;1;0.083;0;0;0;0;0;0;0;0;0
207;0;0;0;2;2;0.087;4;3;0.13;18;17;0.739;0;0;0;0;0;0;0;0;0
208;0;0;0;3;3;0.375;5;4;0.5;1;0;0;0;0;0;0;0;0;0;0;0
209;0;0;0;3;2;0.286;4;3;0.429;1;1;0.143;0;0;0;0;0;0;0;0;0
