Layer name;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Wed_Mar_24_02_11_55_2004---Sat_Apr_24_00_30_38_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Sat_Apr_24_00_57_38_2004---Mon_May_24_21_44_12_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Mon_May_24_21_48_09_2004---Thu_Jun_24_18_43_14_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Thu_Jun_24_21_25_43_2004---Sun_Jul_25_15_52_25_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Sun_Jul_25_16_22_15_2004---Wed_Aug_25_13_23_15_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Wed_Aug_25_15_03_21_2004---Sat_Sep_25_10_18_52_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004;Sat_Sep_25_16_29_27_2004---Tue_Oct_26_07_52_22_2004
1156;3.0;2.0;0.111;1.0;0.0;0.0;5.0;4.0;0.222;2.0;2.0;0.111;4.0;4.0;0.222;1.0;1.0;0.056;4.0;3.0;0.167
40;2.0;1.0;0.042;3.0;3.0;0.125;8.0;8.0;0.333;3.0;3.0;0.125;6.0;6.0;0.25;1.0;1.0;0.042;2.0;1.0;0.042
407;4.0;3.0;0.094;5.0;4.0;0.125;12.0;12.0;0.375;4.0;4.0;0.125;6.0;6.0;0.188;1.0;1.0;0.031;1.0;1.0;0.031
1560;3.0;3.0;0.036;59.0;59.0;0.702;16.0;16.0;0.19;2.0;2.0;0.024;2.0;2.0;0.024;1.0;1.0;0.012;1.0;1.0;0.012
399;21.0;20.0;0.408;17.0;17.0;0.347;4.0;4.0;0.082;1.0;1.0;0.02;3.0;2.0;0.041;2.0;2.0;0.041;2.0;2.0;0.041
750;3.0;3.0;0.115;16.0;14.0;0.538;3.0;3.0;0.115;1.0;0.0;0.0;1.0;1.0;0.038;1.0;1.0;0.038;3.0;2.0;0.077
402;2.0;2.0;0.035;35.0;35.0;0.614;7.0;7.0;0.123;7.0;7.0;0.123;3.0;3.0;0.053;1.0;1.0;0.018;2.0;2.0;0.035
1566;3.0;2.0;0.095;7.0;6.0;0.286;6.0;6.0;0.286;2.0;2.0;0.095;2.0;2.0;0.095;1.0;1.0;0.048;1.0;1.0;0.048
405;8.0;8.0;0.242;13.0;13.0;0.394;4.0;4.0;0.121;3.0;3.0;0.091;2.0;2.0;0.061;1.0;1.0;0.03;2.0;2.0;0.061
398;7.0;7.0;0.212;1.0;1.0;0.03;7.0;7.0;0.212;12.0;11.0;0.333;1.0;1.0;0.03;1.0;1.0;0.03;5.0;4.0;0.121
749;7.0;6.0;0.188;1.0;1.0;0.031;17.0;17.0;0.531;4.0;3.0;0.094;1.0;1.0;0.031;1.0;1.0;0.031;2.0;2.0;0.062
753;2.0;1.0;0.053;2.0;1.0;0.053;3.0;3.0;0.158;10.0;10.0;0.526;1.0;1.0;0.053;1.0;1.0;0.053;1.0;1.0;0.053
752;4.0;4.0;0.073;24.0;23.0;0.418;20.0;18.0;0.327;1.0;1.0;0.018;4.0;3.0;0.055;1.0;1.0;0.018;3.0;3.0;0.055
755;5.0;4.0;0.105;5.0;4.0;0.105;13.0;11.0;0.289;3.0;3.0;0.079;13.0;11.0;0.289;1.0;1.0;0.026;1.0;1.0;0.026
757;6.0;4.0;0.129;2.0;1.0;0.032;18.0;18.0;0.581;3.0;3.0;0.097;2.0;1.0;0.032;1.0;1.0;0.032;1.0;1.0;0.032
204;1.0;0.0;0.0;2.0;1.0;0.067;5.0;5.0;0.333;4.0;4.0;0.267;1.0;1.0;0.067;2.0;2.0;0.133;1.0;1.0;0.067
205;1.0;1.0;0.02;40.0;39.0;0.765;3.0;3.0;0.059;2.0;1.0;0.02;3.0;3.0;0.059;2.0;2.0;0.039;2.0;1.0;0.02
1148;1.0;1.0;0.026;4.0;2.0;0.053;10.0;10.0;0.263;7.0;5.0;0.132;9.0;9.0;0.237;10.0;8.0;0.211;1.0;0.0;0.0
1153;2.0;1.0;0.062;7.0;6.0;0.375;1.0;1.0;0.062;1.0;1.0;0.062;1.0;1.0;0.062;3.0;3.0;0.188;2.0;2.0;0.125
1162;2.0;1.0;0.036;6.0;5.0;0.179;11.0;10.0;0.357;1.0;1.0;0.036;3.0;3.0;0.107;5.0;4.0;0.143;3.0;2.0;0.071
1154;3.0;3.0;0.06;24.0;23.0;0.46;7.0;7.0;0.14;11.0;10.0;0.2;4.0;4.0;0.08;1.0;1.0;0.02;1.0;1.0;0.02
468;1.0;0.0;0.0;3.0;2.0;0.08;12.0;12.0;0.48;2.0;2.0;0.08;3.0;3.0;0.12;4.0;4.0;0.16;1.0;1.0;0.04
1159;3.0;2.0;0.059;12.0;10.0;0.294;9.0;9.0;0.265;6.0;6.0;0.176;2.0;1.0;0.029;3.0;3.0;0.088;2.0;1.0;0.029
1657;3.0;2.0;0.133;3.0;2.0;0.133;3.0;3.0;0.2;1.0;1.0;0.067;3.0;3.0;0.2;1.0;1.0;0.067;2.0;2.0;0.133
54;2.0;1.0;0.037;6.0;5.0;0.185;8.0;8.0;0.296;7.0;7.0;0.259;2.0;1.0;0.037;2.0;2.0;0.074;2.0;2.0;0.074
1157;3.0;3.0;0.028;90.0;89.0;0.84;2.0;2.0;0.019;6.0;6.0;0.057;2.0;2.0;0.019;3.0;2.0;0.019;1.0;1.0;0.009
1069;1.0;0.0;0.0;4.0;3.0;0.111;17.0;17.0;0.63;2.0;2.0;0.074;1.0;1.0;0.037;2.0;2.0;0.074;1.0;1.0;0.037
450;2.0;0.0;0.0;4.0;2.0;0.051;14.0;12.0;0.308;10.0;7.0;0.179;3.0;1.0;0.026;1.0;1.0;0.026;11.0;10.0;0.256
1841;1.0;0.0;0.0;10.0;9.0;0.214;22.0;22.0;0.524;2.0;1.0;0.024;6.0;5.0;0.119;2.0;2.0;0.048;1.0;1.0;0.024
1562;8.0;7.0;0.35;1.0;1.0;0.05;6.0;6.0;0.3;1.0;1.0;0.05;1.0;1.0;0.05;2.0;2.0;0.1;2.0;1.0;0.05
1005;1.0;1.0;0.04;1.0;1.0;0.04;4.0;4.0;0.16;1.0;1.0;0.04;5.0;5.0;0.2;8.0;8.0;0.32;5.0;5.0;0.2
37;8.0;7.0;0.28;1.0;1.0;0.04;2.0;2.0;0.08;3.0;2.0;0.08;2.0;2.0;0.08;6.0;6.0;0.24;4.0;4.0;0.16
1505;1.0;0.0;0.0;1.0;0.0;0.0;8.0;8.0;0.364;2.0;2.0;0.091;3.0;3.0;0.136;7.0;7.0;0.318;1.0;1.0;0.045
1565;8.0;7.0;0.241;15.0;14.0;0.483;4.0;4.0;0.138;1.0;1.0;0.034;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.034
1794;3.0;3.0;0.058;36.0;34.0;0.654;7.0;6.0;0.115;1.0;0.0;0.0;2.0;1.0;0.019;4.0;3.0;0.058;2.0;2.0;0.038
689;1.0;0.0;0.0;2.0;1.0;0.062;7.0;6.0;0.375;3.0;3.0;0.188;2.0;2.0;0.125;1.0;1.0;0.062;2.0;1.0;0.062
967;1.0;0.0;0.0;45.0;44.0;0.759;3.0;2.0;0.034;7.0;6.0;0.103;4.0;3.0;0.052;1.0;0.0;0.0;1.0;0.0;0.0
570;3.0;2.0;0.067;3.0;2.0;0.067;17.0;15.0;0.5;4.0;3.0;0.1;2.0;1.0;0.033;3.0;2.0;0.067;3.0;2.0;0.067
39;7.0;6.0;0.122;11.0;10.0;0.204;4.0;3.0;0.061;9.0;8.0;0.163;3.0;3.0;0.061;16.0;16.0;0.327;2.0;1.0;0.02
53;4.0;4.0;0.098;22.0;21.0;0.512;6.0;5.0;0.122;4.0;3.0;0.073;5.0;5.0;0.122;1.0;0.0;0.0;1.0;1.0;0.024
1558;2.0;0.0;0.0;9.0;8.0;0.258;6.0;5.0;0.161;3.0;2.0;0.065;11.0;11.0;0.355;2.0;2.0;0.065;1.0;0.0;0.0
86;1.0;0.0;0.0;5.0;4.0;0.2;11.0;11.0;0.55;1.0;0.0;0.0;1.0;1.0;0.05;2.0;1.0;0.05;2.0;1.0;0.05
52;4.0;4.0;0.056;54.0;53.0;0.746;9.0;8.0;0.113;2.0;1.0;0.014;2.0;2.0;0.028;1.0;1.0;0.014;1.0;0.0;0.0
1057;1.0;0.0;0.0;7.0;6.0;0.182;18.0;17.0;0.515;2.0;2.0;0.061;4.0;4.0;0.121;2.0;1.0;0.03;2.0;1.0;0.03
57;2.0;1.0;0.015;48.0;46.0;0.697;7.0;6.0;0.091;5.0;5.0;0.076;1.0;0.0;0.0;7.0;6.0;0.091;2.0;0.0;0.0
957;1.0;0.0;0.0;65.0;59.0;0.447;48.0;43.0;0.326;9.0;8.0;0.061;4.0;3.0;0.023;4.0;3.0;0.023;11.0;9.0;0.068
569;2.0;1.0;0.029;24.0;22.0;0.647;3.0;2.0;0.059;2.0;2.0;0.059;2.0;2.0;0.059;1.0;1.0;0.029;2.0;2.0;0.059
1542;7.0;4.0;0.039;61.0;58.0;0.563;34.0;31.0;0.301;1.0;1.0;0.01;2.0;1.0;0.01;1.0;1.0;0.01;2.0;2.0;0.019
1653;2.0;1.0;0.024;31.0;28.0;0.683;7.0;6.0;0.146;1.0;1.0;0.024;1.0;0.0;0.0;1.0;1.0;0.024;1.0;1.0;0.024
496;1.0;0.0;0.0;17.0;15.0;0.357;5.0;4.0;0.095;2.0;2.0;0.048;8.0;8.0;0.19;8.0;8.0;0.19;3.0;3.0;0.071
59;7.0;6.0;0.087;41.0;40.0;0.58;6.0;5.0;0.072;8.0;8.0;0.116;6.0;6.0;0.087;1.0;1.0;0.014;2.0;1.0;0.014
50;5.0;4.0;0.16;7.0;6.0;0.24;2.0;2.0;0.08;4.0;4.0;0.16;5.0;5.0;0.2;2.0;2.0;0.08;1.0;1.0;0.04
558;1.0;0.0;0.0;4.0;3.0;0.188;7.0;7.0;0.438;1.0;1.0;0.062;1.0;1.0;0.062;1.0;1.0;0.062;2.0;2.0;0.125
38;3.0;2.0;0.091;3.0;2.0;0.091;9.0;9.0;0.409;3.0;3.0;0.136;1.0;1.0;0.045;3.0;3.0;0.136;1.0;1.0;0.045
131;1.0;0.0;0.0;15.0;12.0;0.4;12.0;10.0;0.333;1.0;1.0;0.033;1.0;1.0;0.033;3.0;2.0;0.067;1.0;0.0;0.0
58;4.0;3.0;0.188;3.0;2.0;0.125;4.0;4.0;0.25;2.0;2.0;0.125;1.0;1.0;0.062;2.0;2.0;0.125;1.0;1.0;0.062
1734;1.0;0.0;0.0;1.0;1.0;0.043;15.0;15.0;0.652;2.0;2.0;0.087;1.0;1.0;0.043;2.0;1.0;0.043;2.0;2.0;0.087
51;2.0;1.0;0.038;1.0;0.0;0.0;20.0;20.0;0.769;1.0;1.0;0.038;1.0;1.0;0.038;2.0;1.0;0.038;1.0;0.0;0.0
79;1.0;0.0;0.0;13.0;12.0;0.667;2.0;2.0;0.111;1.0;1.0;0.056;1.0;1.0;0.056;1.0;0.0;0.0;1.0;0.0;0.0
36;3.0;2.0;0.08;1.0;0.0;0.0;10.0;9.0;0.36;9.0;8.0;0.32;2.0;2.0;0.08;1.0;1.0;0.04;1.0;1.0;0.04
1163;1.0;0.0;0.0;19.0;17.0;0.386;6.0;5.0;0.114;14.0;13.0;0.295;2.0;2.0;0.045;4.0;3.0;0.068;1.0;1.0;0.023
1752;1.0;0.0;0.0;36.0;34.0;0.618;11.0;9.0;0.164;5.0;4.0;0.073;3.0;3.0;0.055;1.0;1.0;0.018;1.0;1.0;0.018
567;3.0;2.0;0.032;41.0;39.0;0.629;15.0;15.0;0.242;1.0;1.0;0.016;2.0;0.0;0.0;2.0;2.0;0.032;1.0;0.0;0.0
41;2.0;1.0;0.043;2.0;1.0;0.043;14.0;14.0;0.609;3.0;3.0;0.13;1.0;0.0;0.0;2.0;2.0;0.087;1.0;0.0;0.0
1088;1.0;0.0;0.0;1.0;1.0;0.059;7.0;7.0;0.412;6.0;6.0;0.353;1.0;0.0;0.0;1.0;1.0;0.059;1.0;1.0;0.059
817;1.0;0.0;0.0;8.0;7.0;0.226;15.0;15.0;0.484;2.0;2.0;0.065;3.0;3.0;0.097;2.0;2.0;0.065;1.0;1.0;0.032
1793;3.0;2.0;0.022;62.0;59.0;0.656;21.0;19.0;0.211;3.0;1.0;0.011;1.0;1.0;0.011;3.0;3.0;0.033;1.0;1.0;0.011
944;1.0;0.0;0.0;10.0;9.0;0.273;13.0;13.0;0.394;3.0;2.0;0.061;1.0;1.0;0.03;1.0;1.0;0.03;6.0;5.0;0.152
43;15.0;14.0;0.378;3.0;3.0;0.081;10.0;10.0;0.27;3.0;3.0;0.081;1.0;1.0;0.027;3.0;3.0;0.081;3.0;2.0;0.054
559;1.0;1.0;0.077;3.0;3.0;0.231;4.0;4.0;0.308;2.0;2.0;0.154;1.0;1.0;0.077;1.0;1.0;0.077;1.0;1.0;0.077
1544;2.0;1.0;0.015;6.0;4.0;0.06;54.0;53.0;0.791;3.0;3.0;0.045;1.0;1.0;0.015;1.0;1.0;0.015;2.0;2.0;0.03
452;2.0;1.0;0.029;25.0;24.0;0.706;2.0;2.0;0.059;3.0;3.0;0.088;1.0;1.0;0.029;1.0;1.0;0.029;1.0;1.0;0.029
443;2.0;1.0;0.067;3.0;2.0;0.133;4.0;4.0;0.267;2.0;1.0;0.067;1.0;1.0;0.067;4.0;4.0;0.267;1.0;0.0;0.0
34;3.0;2.0;0.125;6.0;4.0;0.25;3.0;2.0;0.125;3.0;2.0;0.125;1.0;1.0;0.062;3.0;2.0;0.125;1.0;0.0;0.0
35;8.0;7.0;0.074;74.0;72.0;0.766;2.0;2.0;0.021;8.0;6.0;0.064;1.0;1.0;0.011;3.0;3.0;0.032;1.0;0.0;0.0
529;1.0;0.0;0.0;2.0;1.0;0.053;14.0;14.0;0.737;1.0;1.0;0.053;1.0;1.0;0.053;1.0;0.0;0.0;1.0;0.0;0.0
446;2.0;1.0;0.031;6.0;5.0;0.156;20.0;20.0;0.625;1.0;1.0;0.031;2.0;2.0;0.062;1.0;0.0;0.0;2.0;1.0;0.031
643;1.0;1.0;0.021;6.0;6.0;0.125;27.0;27.0;0.562;2.0;2.0;0.042;10.0;10.0;0.208;1.0;1.0;0.021;1.0;1.0;0.021
1791;2.0;1.0;0.045;4.0;3.0;0.136;11.0;11.0;0.5;4.0;3.0;0.136;1.0;1.0;0.045;1.0;1.0;0.045;2.0;1.0;0.045
1785;2.0;1.0;0.017;38.0;37.0;0.638;7.0;7.0;0.121;8.0;8.0;0.138;1.0;1.0;0.017;1.0;1.0;0.017;2.0;2.0;0.034
1137;1.0;0.0;0.0;3.0;2.0;0.08;6.0;6.0;0.24;1.0;1.0;0.04;9.0;8.0;0.32;5.0;5.0;0.2;2.0;2.0;0.08
1279;1.0;1.0;0.015;1.0;1.0;0.015;19.0;18.0;0.277;4.0;3.0;0.046;1.0;1.0;0.015;5.0;3.0;0.046;38.0;36.0;0.554
1634;1.0;0.0;0.0;88.0;83.0;0.675;32.0;26.0;0.211;3.0;2.0;0.016;2.0;2.0;0.016;5.0;3.0;0.024;1.0;0.0;0.0
448;2.0;1.0;0.032;15.0;15.0;0.484;4.0;4.0;0.129;3.0;3.0;0.097;4.0;4.0;0.129;3.0;2.0;0.065;1.0;1.0;0.032
1866;1.0;0.0;0.0;6.0;5.0;0.161;19.0;18.0;0.581;1.0;0.0;0.0;4.0;4.0;0.129;1.0;1.0;0.032;1.0;1.0;0.032
962;1.0;0.0;0.0;33.0;31.0;0.608;3.0;2.0;0.039;3.0;3.0;0.059;9.0;9.0;0.176;3.0;3.0;0.059;1.0;1.0;0.02
1787;3.0;3.0;0.115;11.0;11.0;0.423;2.0;2.0;0.077;5.0;5.0;0.192;3.0;3.0;0.115;1.0;1.0;0.038;1.0;1.0;0.038
1539;2.0;1.0;0.037;12.0;12.0;0.444;6.0;5.0;0.185;4.0;3.0;0.111;2.0;1.0;0.037;2.0;2.0;0.074;1.0;1.0;0.037
564;2.0;0.0;0.0;5.0;2.0;0.077;6.0;5.0;0.192;6.0;5.0;0.192;1.0;0.0;0.0;9.0;9.0;0.346;1.0;1.0;0.038
7;1.0;0.0;0.0;83.0;81.0;0.835;11.0;10.0;0.103;1.0;1.0;0.01;1.0;1.0;0.01;1.0;1.0;0.01;1.0;1.0;0.01
338;1.0;0.0;0.0;24.0;22.0;0.512;16.0;14.0;0.326;2.0;2.0;0.047;1.0;1.0;0.023;1.0;1.0;0.023;1.0;1.0;0.023
1538;2.0;1.0;0.091;4.0;3.0;0.273;1.0;1.0;0.091;1.0;1.0;0.091;1.0;1.0;0.091;2.0;2.0;0.182;1.0;1.0;0.091
1655;2.0;1.0;0.034;1.0;0.0;0.0;11.0;11.0;0.379;6.0;6.0;0.207;1.0;1.0;0.034;9.0;8.0;0.276;1.0;0.0;0.0
1536;3.0;2.0;0.182;2.0;1.0;0.091;3.0;3.0;0.273;1.0;1.0;0.091;2.0;1.0;0.091;1.0;1.0;0.091;1.0;1.0;0.091
1282;1.0;0.0;0.0;54.0;53.0;0.855;5.0;5.0;0.081;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.016;1.0;1.0;0.016
1651;4.0;3.0;0.167;3.0;2.0;0.111;2.0;2.0;0.111;1.0;0.0;0.0;1.0;0.0;0.0;9.0;8.0;0.444;1.0;1.0;0.056
1652;2.0;2.0;0.111;10.0;10.0;0.556;2.0;2.0;0.111;2.0;1.0;0.056;1.0;1.0;0.056;1.0;0.0;0.0;1.0;1.0;0.056
1628;1.0;1.0;0.013;51.0;49.0;0.645;15.0;13.0;0.171;1.0;0.0;0.0;3.0;3.0;0.039;7.0;6.0;0.079;1.0;1.0;0.013
923;1.0;0.0;0.0;25.0;24.0;0.522;11.0;11.0;0.239;5.0;5.0;0.109;2.0;2.0;0.043;2.0;2.0;0.043;1.0;1.0;0.022
182;1.0;0.0;0.0;10.0;9.0;0.346;9.0;9.0;0.346;1.0;1.0;0.038;1.0;1.0;0.038;4.0;4.0;0.154;1.0;1.0;0.038
109;1.0;0.0;0.0;10.0;9.0;0.36;10.0;10.0;0.4;1.0;1.0;0.04;2.0;2.0;0.08;1.0;1.0;0.04;1.0;1.0;0.04
1654;11.0;10.0;0.137;23.0;22.0;0.301;33.0;31.0;0.425;2.0;2.0;0.027;4.0;4.0;0.055;1.0;1.0;0.014;1.0;1.0;0.014
1656;3.0;3.0;0.125;8.0;7.0;0.292;10.0;9.0;0.375;1.0;1.0;0.042;1.0;1.0;0.042;1.0;1.0;0.042;1.0;1.0;0.042
1541;3.0;2.0;0.057;6.0;5.0;0.143;18.0;18.0;0.514;7.0;6.0;0.171;1.0;0.0;0.0;1.0;1.0;0.029;1.0;1.0;0.029
688;1.0;0.0;0.0;18.0;17.0;0.739;2.0;2.0;0.087;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.043;1.0;1.0;0.043
437;1.0;1.0;0.023;20.0;19.0;0.442;17.0;16.0;0.372;1.0;1.0;0.023;2.0;1.0;0.023;3.0;2.0;0.047;1.0;1.0;0.023
1658;2.0;1.0;0.037;2.0;1.0;0.037;5.0;3.0;0.111;5.0;5.0;0.185;16.0;13.0;0.481;1.0;0.0;0.0;1.0;1.0;0.037
661;1.0;0.0;0.0;11.0;10.0;0.5;4.0;3.0;0.15;1.0;1.0;0.05;1.0;1.0;0.05;3.0;2.0;0.1;1.0;1.0;0.05
22;1.0;0.0;0.0;31.0;29.0;0.468;26.0;25.0;0.403;2.0;1.0;0.016;2.0;1.0;0.016;3.0;2.0;0.032;1.0;1.0;0.016
1373;1.0;0.0;0.0;9.0;8.0;0.444;4.0;4.0;0.222;1.0;0.0;0.0;1.0;1.0;0.056;3.0;2.0;0.111;1.0;1.0;0.056
1249;1.0;0.0;0.0;43.0;42.0;0.646;12.0;12.0;0.185;6.0;6.0;0.092;2.0;2.0;0.031;1.0;1.0;0.015;1.0;1.0;0.015
951;1.0;1.0;0.042;11.0;11.0;0.458;4.0;4.0;0.167;1.0;1.0;0.042;5.0;5.0;0.208;1.0;1.0;0.042;1.0;1.0;0.042
1584;1.0;0.0;0.0;4.0;3.0;0.103;14.0;12.0;0.414;5.0;4.0;0.138;4.0;3.0;0.103;3.0;3.0;0.103;1.0;1.0;0.034
799;1.0;0.0;0.0;15.0;14.0;0.483;2.0;2.0;0.069;5.0;5.0;0.172;3.0;3.0;0.103;2.0;2.0;0.069;2.0;2.0;0.069
385;1.0;0.0;0.0;1.0;0.0;0.0;6.0;6.0;0.5;2.0;2.0;0.167;1.0;1.0;0.083;2.0;1.0;0.083;1.0;1.0;0.083
707;1.0;0.0;0.0;24.0;23.0;0.676;1.0;1.0;0.029;2.0;2.0;0.059;1.0;1.0;0.029;1.0;1.0;0.029;5.0;5.0;0.147
1543;2.0;1.0;0.028;1.0;0.0;0.0;25.0;25.0;0.694;4.0;4.0;0.111;1.0;1.0;0.028;2.0;1.0;0.028;3.0;2.0;0.056
1120;1.0;0.0;0.0;11.0;10.0;0.455;3.0;3.0;0.136;3.0;3.0;0.136;3.0;3.0;0.136;2.0;1.0;0.045;1.0;0.0;0.0
1474;1.0;1.0;0.05;1.0;0.0;0.0;6.0;5.0;0.25;2.0;2.0;0.1;3.0;3.0;0.15;7.0;7.0;0.35;1.0;1.0;0.05
334;1.0;1.0;0.016;46.0;45.0;0.738;8.0;8.0;0.131;4.0;3.0;0.049;1.0;1.0;0.016;1.0;1.0;0.016;1.0;1.0;0.016
184;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.125;2.0;1.0;0.125;3.0;3.0;0.375;1.0;0.0;0.0;1.0;0.0;0.0
1803;1.0;0.0;0.0;38.0;36.0;0.493;18.0;17.0;0.233;10.0;10.0;0.137;2.0;2.0;0.027;6.0;5.0;0.068;1.0;0.0;0.0
325;1.0;0.0;0.0;30.0;29.0;0.617;2.0;2.0;0.043;5.0;4.0;0.085;1.0;1.0;0.021;8.0;8.0;0.17;2.0;1.0;0.021
326;1.0;0.0;0.0;2.0;1.0;0.04;11.0;10.0;0.4;1.0;1.0;0.04;10.0;10.0;0.4;2.0;1.0;0.04;1.0;0.0;0.0
816;1.0;0.0;0.0;6.0;5.0;0.25;5.0;5.0;0.25;6.0;6.0;0.3;1.0;1.0;0.05;1.0;1.0;0.05;1.0;1.0;0.05
1745;1.0;0.0;0.0;20.0;19.0;0.633;4.0;4.0;0.133;2.0;1.0;0.033;2.0;2.0;0.067;2.0;2.0;0.067;1.0;1.0;0.033
428;1.0;0.0;0.0;29.0;26.0;0.51;20.0;16.0;0.314;3.0;2.0;0.039;2.0;1.0;0.02;1.0;0.0;0.0;1.0;1.0;0.02
555;1.0;0.0;0.0;91.0;89.0;0.774;7.0;5.0;0.043;6.0;4.0;0.035;14.0;10.0;0.087;2.0;0.0;0.0;1.0;1.0;0.009
1300;1.0;0.0;0.0;44.0;43.0;0.768;3.0;2.0;0.036;7.0;6.0;0.107;2.0;1.0;0.018;1.0;1.0;0.018;1.0;1.0;0.018
194;1.0;0.0;0.0;5.0;4.0;0.121;13.0;13.0;0.394;12.0;12.0;0.364;1.0;1.0;0.03;1.0;1.0;0.03;1.0;1.0;0.03
197;1.0;0.0;0.0;2.0;1.0;0.048;14.0;14.0;0.667;3.0;3.0;0.143;1.0;1.0;0.048;1.0;0.0;0.0;2.0;0.0;0.0
29;1.0;0.0;0.0;15.0;14.0;0.311;19.0;17.0;0.378;2.0;2.0;0.044;7.0;7.0;0.156;3.0;2.0;0.044;1.0;0.0;0.0
330;1.0;0.0;0.0;14.0;13.0;0.351;13.0;13.0;0.351;4.0;4.0;0.108;1.0;1.0;0.027;4.0;3.0;0.081;2.0;1.0;0.027
565;2.0;1.0;0.016;26.0;24.0;0.381;5.0;4.0;0.063;31.0;30.0;0.476;1.0;1.0;0.016;1.0;0.0;0.0;2.0;0.0;0.0
444;2.0;1.0;0.008;117.0;114.0;0.927;2.0;1.0;0.008;3.0;1.0;0.008;1.0;1.0;0.008;1.0;1.0;0.008;1.0;1.0;0.008
445;2.0;1.0;0.018;26.0;23.0;0.404;25.0;24.0;0.421;1.0;1.0;0.018;4.0;3.0;0.053;1.0;1.0;0.018;2.0;1.0;0.018
517;1.0;0.0;0.0;18.0;17.0;0.654;3.0;3.0;0.115;2.0;2.0;0.077;1.0;1.0;0.038;1.0;1.0;0.038;1.0;1.0;0.038
562;1.0;0.0;0.0;96.0;92.0;0.821;4.0;3.0;0.027;4.0;3.0;0.027;2.0;2.0;0.018;8.0;6.0;0.054;2.0;1.0;0.009
687;1.0;0.0;0.0;30.0;29.0;0.617;9.0;8.0;0.17;5.0;4.0;0.085;1.0;1.0;0.021;2.0;2.0;0.043;1.0;1.0;0.021
1763;1.0;0.0;0.0;14.0;13.0;0.464;9.0;9.0;0.321;1.0;1.0;0.036;1.0;1.0;0.036;1.0;1.0;0.036;2.0;2.0;0.071
331;1.0;0.0;0.0;13.0;12.0;0.48;5.0;4.0;0.16;4.0;4.0;0.16;1.0;1.0;0.04;1.0;1.0;0.04;2.0;1.0;0.04
451;1.0;1.0;0.04;11.0;11.0;0.44;3.0;2.0;0.08;4.0;4.0;0.16;4.0;4.0;0.16;2.0;2.0;0.08;1.0;0.0;0.0
739;1.0;1.0;0.056;9.0;9.0;0.5;4.0;4.0;0.222;1.0;1.0;0.056;1.0;1.0;0.056;1.0;1.0;0.056;1.0;1.0;0.056
1760;1.0;0.0;0.0;21.0;19.0;0.345;8.0;5.0;0.091;1.0;1.0;0.018;2.0;0.0;0.0;3.0;1.0;0.018;27.0;24.0;0.436
266;1.0;1.0;0.033;5.0;4.0;0.133;23.0;23.0;0.767;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1135;1.0;1.0;0.028;1.0;0.0;0.0;27.0;27.0;0.75;1.0;0.0;0.0;5.0;5.0;0.139;1.0;1.0;0.028;1.0;1.0;0.028
1758;1.0;0.0;0.0;14.0;14.0;0.7;1.0;1.0;0.05;2.0;2.0;0.1;1.0;0.0;0.0;1.0;1.0;0.05;1.0;1.0;0.05
449;2.0;1.0;0.04;7.0;5.0;0.2;9.0;8.0;0.32;1.0;1.0;0.04;5.0;5.0;0.2;2.0;2.0;0.08;1.0;1.0;0.04
1;1.0;0.0;0.0;6.0;5.0;0.227;2.0;2.0;0.091;3.0;3.0;0.136;8.0;8.0;0.364;2.0;2.0;0.091;1.0;1.0;0.045
1843;1.0;0.0;0.0;9.0;8.0;0.471;3.0;3.0;0.176;1.0;1.0;0.059;2.0;1.0;0.059;3.0;2.0;0.118;1.0;1.0;0.059
206;1.0;0.0;0.0;3.0;2.0;0.143;4.0;3.0;0.214;1.0;1.0;0.071;6.0;5.0;0.357;1.0;1.0;0.071;1.0;1.0;0.071
691;1.0;0.0;0.0;1.0;1.0;0.053;2.0;1.0;0.053;9.0;8.0;0.421;4.0;3.0;0.158;3.0;3.0;0.158;1.0;1.0;0.053
